Ulasan,LP,LN,HP,HN,PP,PN
ku rindu bosan sewa tikar duduk manis menimati pemandangan danau makan sate kelinci bakso hbs kapal pokoknya bahagia plng suka kesini as hr pas hr sabtu hr libur rame bnget tdk menikmati suasana,1,0,0,0,1,0
indah menyejukkan,0,0,0,0,1,0
bagus ramaai sayur mayur buah ann,0,0,0,0,1,0
indah wisata berkuda mengelilingi telaga sewa boat penginapan makanan,0,0,0,0,1,0
telaga mengesankan,0,0,0,0,0,0
space nyaman duduk menikmati telaga weekend libur aktivitas wisata jalur jalan melingkari telaga sungguh crowded lalang,1,0,0,0,1,0
x kesana x cerah x kabut pas kabut ga berani speedboat deh ga keliatan,0,0,0,0,0,0
keren nyaman asli sejuk nyaman,1,0,0,0,1,0
mantap air jernih,0,0,0,0,1,0
bagu asli bagus,0,0,0,0,1,0
asik doble l,0,0,0,0,0,0
hawanya sejuk aneka jg tersedia,1,0,0,0,0,0
cuaca cerah hujan berkabut asyik,1,0,0,0,0,0
jam pagi gatau emang buka jaga tprnya ngga pake tiket masuk,0,0,0,0,0,0
tonggak sejaran nu,0,0,0,0,0,0
seneng adem tempatnya tp sayangnya pas kesana pas hujan angin cm bs foto dikit ya,0,0,0,0,0,0
dingin angin kencang,1,0,0,0,0,0
telaga sarangan magetan gunung lawu cuacanya panas sejuk berasa dingin dataran pegunungan membawa kendaraan pribadi pastikan performa kendaraan prima rem,1,0,0,0,0,0
tempatnya nyaman ramai bermain jalan kuda speedboad aneka souvenir,1,0,0,0,0,0
indah air nya surut,0,0,0,0,1,0
gak bosen berkunjung,0,0,0,0,0,0
parkiran semrawut terkait bikin lokasi perkir memadai kebersihan lingkungan bersih,1,0,0,0,0,1
pemandangan ciamik perpaduan hawa dingin,1,0,0,0,1,0
lumayan bagus ramai libur,0,0,0,0,1,0
wisata favorit utk udara dingin makanan pecel sate kelinci enak murah meriah,1,0,1,0,1,0
tempatnya adem tenang,0,0,0,0,0,0
cocok liburan,0,0,0,0,0,0
keren dingin angin nya mantap suasananya keren,1,0,0,0,1,0
spot foto rekayasa,0,0,0,0,0,0
asli sngat ramai,0,0,0,0,0,0
lokasi bersih petugas kebersihan parkirnya duduk mohon perbanyak mahal,1,0,0,1,0,0
telaga pasir sarangan dibutuhkan keberanian,0,0,0,0,0,0
seru ramai telaga bersih jajanan harganya lumayan bersahabat harga,1,0,1,0,0,0
wisata air telaga sejuk dgn alam pegunungan asri ditambah pasar aneka hasil bumi speedboat kuda,1,0,0,0,1,0
tempatnya bagus saran kesana weekdays aja weekend rame kaya pasar desak an speedboatnya sii nggak rugi,0,0,0,0,1,0
rame bangett karna jualan dn ricuh kaena permainan speed boat nya,0,0,0,0,0,0
lepas rutinitas,0,0,0,0,0,0
pemangan ya bagus sejuk cocok nyatae keluarga,1,0,0,0,1,0
kesini pas hbs subuh sepi udara seger seger nya pemandangan bagus bagus nya sarapan jual nasi pecel keliling murah & enak banget,1,0,1,0,1,0
dingin seger,1,0,0,0,0,0
udara sejuk jual sate kelinci harga terjangkautiket masuk dewasa anak anak,1,0,1,0,0,0
puas banget berlibur,0,0,0,0,0,0
wisata kuda wisata boat,0,0,0,0,1,0
nyaman menikmati libur,1,0,0,0,0,0
petualangan mengitari danau boat mengagumkan harga terjangkau tingkat keamanan maksimal,0,0,1,0,0,0
tempatnya bagus banget next kesana ademm sejukk,1,0,0,0,1,0
liburan terbuang antrian masuk,0,0,0,1,0,0
pengalaman seru liburan telaga sarangan suasana sejuk dingin enak staycation kelemahannya uang cash penjual menerima pembayaran cash only,1,0,0,0,0,0
mantul,0,0,0,0,0,0
wisata terbaik magetan makanan khas magetan sate kelinci lembut,0,0,0,1,1,0
magetan berbenah sarangan bersih pedagang tertata rapi parkir pemda free nyaman liburan sarangan,1,0,0,1,1,0
salah referensi wisata alam bagus pembenahan penataan biar arus lalang pengunjung teratur,0,0,0,0,1,0
tujuan favorit kalo ngga pergi dapet view suasana ciamik nginep diberbagai penginapan tersedia ditemani pemandangan bikin mata termanjakan tiket masuk orang dewasa rb,1,0,0,1,1,0
bagus bersih warung berantakan tertata rapi,1,0,0,0,1,0
membuatnya asli make it better,0,0,0,0,0,0
nyaman bersih rame,1,0,0,0,0,0
bagusdingin,1,0,0,0,1,0
belajar mahasiswa uad gadget,0,0,0,0,0,0
kereen banget tempatnya main speedboat seru kuda seru sate kelinci enak seru recomended pemandangan bagus,0,0,0,0,1,0
mantabtempat parkir nya luas memadai tarif rb lahannya alakadarnya panas kepanasan hujan kena hujan jalan turun me parkir ndak pengerasan selebihnya tempatnya oke rekomen keluarga pasangan muda,0,0,0,1,0,0
pemandangannya eksotis kelilingi pegunungan suasana kabut menyegarkan,1,0,0,0,1,0
bagus menyukainya asli nice place love it,0,0,0,0,1,0
dingin seru liburan,1,0,0,0,0,0
tempatnya sejuk asri nampak segar wahana speed boat nya kerenn ketagihan sampe kali sayang motor mobil lalang suasana bagus semprawut,1,0,0,0,1,0
pemandangan nya bagus mantap udaranya segar,1,0,0,0,1,0
kalo pas liburan gak healing wkwk rame gak jenak liat pemandangan enakan pas pastikan makan ditmpt pembeli kemarin resto tmpt sepi gak enak plus mahal,0,0,0,1,1,0
cocok liburan penginapan kuliner khas,0,0,0,0,0,0
rame mening pol,0,0,0,0,0,0
bosannya telaga sarangan bangus indah udaranya sejuk,1,0,0,0,1,0
indah menakjubkan terkesan speedboat nya bikin nagih next kesana,0,0,0,0,1,0
seru pemandangannya jga bagus,0,0,0,0,1,0
tempatnya indah,0,0,0,0,1,0
suasan asri penginapan view oke banget,1,0,0,0,1,0
bagus banget,0,0,0,0,1,0
wisatanya bagus x kesini weekend lautan manusia th kesini lg sebel jln kaki koq ribet ya tmbh semrawut parkir motor ga karuan sampah dmn pusing lihat nya pinggir telaga nya byk sampah sayang,0,1,0,0,1,0
wisata keindahan alamnya terbukti bagus hawa dingin menyejukkan hati penginapan pilihan makan pilihan mencari buah tangan buah an pernak,1,0,0,1,1,0
keren indah asli sejuk indah,1,0,0,0,1,0
wisata bagus pemandangan syahdu adem,0,0,0,0,1,0
eksotis,0,0,0,0,0,0
wisata alam menakjubkan trm ksh tuhan,0,0,0,0,1,0
x pemandangannya bagus,0,0,0,0,1,0
sunrise subuh masjid parkiran pedagang disekitar parkir dipinggir telaga duduk cocok menikmati sunrise suasana nyaman hati hati monyet kadang menjatuhkan batu berhati hati,1,0,0,0,0,0
pas kemaren macet,0,0,0,0,0,0
cocok healing menenangkan pikiran lihat hijau,0,0,0,0,0,0
udah kali kesini tiket masuk bayar k orang parkir sepeda motornya diluar telaga sarangan bayar k udah diawasi cctv guys gak takut,0,0,0,0,0,0
menenangkan otak berperang suasana asri bangetcuma saran aja tolong kasih mesin atm telaga sarangan ambil uang beli,1,0,0,0,0,0
wisata air alternatif liburan keluarga tiket terjangkau dewasa rp anak anak rp asuransi pengunjung berkeliling telaga jalan kaki kuda speedboat,0,0,1,0,1,0
berkunjung menjelang musim libur nataru menikmati telaga nyaman penuh pengunjung kuda mobil jalan selebar mobil mengelilingi telaga,1,0,0,0,0,0
view telaga bagus plus udara sejuk nyaman utk acara weekend keluarga,1,0,0,0,1,0
udara sejuk lupa nyobain pecel sarangan,1,0,0,0,0,0
suasana cocok u liburan keluarga rekomendasi banget,1,0,0,0,0,0
suasana bosan dikunjungi,1,0,0,0,0,0
tempatnya bagus banget pinggir telaganya bau pesing bau eek kuda lalat ijo,0,1,0,0,1,0
langsug masuk,0,0,0,0,0,0
tempatnya sejuk tp sayang sampah dibuang sembarangan pengunjung,1,0,0,0,0,0
motor mending dilesehan ndak rame bersantai momong putu kuda rb keliling telaga,0,0,0,1,0,0
tempatnya bagus jual sayur pakaian kesana pas liburan macet parah,0,0,0,0,1,0
acara touring cb semarang banyumanik,0,0,0,0,0,0
ramai liburan terencana kesana hindari liburan,0,0,0,0,0,0
nyaman dimana pingin,1,0,0,0,0,0
kesini pas minggu ramai mobil bis pas kesini cuacanya panas pas kabut masyaallah pemandangannya syahdu suka jualan baju buah buahan segar sayuran,1,0,0,0,1,0
view gausah makanan tersedia ditemenin ayang keluarga,0,0,0,0,1,0
bagus cuman sayang pe sepeda motor telaga mengganggu pe jalan kaki kuda nya msh knalpot brong lolos masuk,0,0,0,0,1,0
tujuan wajib rumah eyang telaga sarangan nunggang kuda sarapan nasi pecel berkuda keliling telaga tiket rb hrg pas libur natru hrg normal rb,0,0,0,1,0,0
alhamdulillah perjalanan riseup travel aman nyaman seru mas drivernya sabar profesional,1,0,0,0,0,0
wisata legendaris terawat tiket masuk,0,0,0,0,1,0
nyaman rekomen banget kunjungi,1,0,0,0,0,0
suasana pegunungan sejuk,1,0,0,0,0,0
udaranya sejuk tpi jlnnya extrim bnget,1,0,0,0,0,0
menyenangkan memuaskan nyaman,1,0,0,0,0,0
bagus eksotis,0,0,0,0,1,0
parkir mobil terbatas wisata murmer,0,0,0,1,1,0
tempatnya mempesona,0,0,0,0,0,0
full pengunjung,0,0,0,0,0,0
suasana sejuk nyaman makanan harga terjangkau,1,0,1,0,0,0
tiket masuk tiket speedboat orang x putaran telaga sarangan jual sate kelinci plus lontong sate ayam pasarnya,0,0,0,0,0,0
mayan utk liburan keluarga,0,0,0,0,0,0
sarang wonderfull,0,0,0,0,0,0
candu abis,0,0,0,0,0,0
candu makanan standart harga nyatempat nyaman banget enak libur libur nasional,1,0,1,0,0,0
mantul wisatanya,0,0,0,0,1,0
tempatnya adem nyaman indah cocok wisata keluarga kuda speedboat harga sepadan,1,0,0,0,1,0
tempatnya seh bagus cuman bau tai kuda aja,0,1,0,0,1,0
bahu asli ramenya,0,0,0,0,0,0
lokasi favorit warga jateng jatim wisata murmer wisata indonesia sampah bertebaran dimana diperparah minimnya sampah,0,1,0,0,1,0
kekuatan sampek telaga sarangan pas hri libur mobil g kuat,0,0,0,0,0,0
tersedia toilet sholat,0,0,0,0,0,0
panorama alam indah bersarang asli,0,0,0,0,1,0
cocok staycation,0,0,0,0,0,0
villa penginapan telaga sarangan,0,0,0,0,0,0
jajanan bahagia asli,0,0,0,0,0,0
tempatnya lumayan asik liburan ga sia sia perjalanan jam pengen kesana,0,0,0,0,0,0
sungguh realita seindah ekspetasi disosmed seindah hadir langsung kesini harap menghindari ramai libur pekan orang,0,0,0,0,1,0
pagi udh rame bgt,0,0,0,0,0,0
bagus bersih terpantau ramai liburan umkm bagus harga wajar,1,0,0,0,1,0
desember,0,0,0,0,0,0
salah wisata wajib kunjungi berwisata magetan arah cemoro kandandang tawangmangu turu tempuh menitan telaga,0,0,0,0,1,0
telaga sarangan kenangan kalipun kesini gak bosannya suasana nya dingin adem syahdu,1,0,0,0,0,0
pemandangan alam suasana menyenangkan kesana ga pengen pulang kenangan orang terkasih udan pergi,1,0,0,0,1,0
pas natal kesini hujan deras antri jalan menanjak banget alhamdulillah seneng,0,0,0,0,0,0
alhamdullillah wisata alam telaga alami nan indah sayang liburan alamat padat macet sarankan berkunjung menikmati keindahannya liburan,0,0,0,0,1,0
danau bagus dingin asli very good lake cold,1,0,0,0,1,0
libur pas jg liburan sekolah wisata sarangan tutup parkiran penuh kemacetan dr pintu masuk sarangan pasar pasar plaosan wisat bagus desember harga tiket boat boat isi,0,0,0,0,1,0
kali nginep sarangan liburan lumayan ngadem wisata kuliner murah meriah udara segar jg destinasi wisata cocok ngajak main anak aja liburan dijamin full padat merayap,1,0,1,0,1,0
makanan khas didominasi sate ayam sate kelinci pecel lontong merata sekeliling tlaga,0,0,0,0,0,0
pemandangan asri udara sejuk sate kelincinya fresh memacu adrenalin dgn speedboat jedag jedug harga terjangkau,1,0,1,0,1,0
pengalaman menyenangkan makanan harga makanan standart,0,0,1,0,0,0
panas cetar membahenol,0,0,0,0,0,0
ruwet mobil arah motor pkl ngawur autopilot ga sentuhan pemprov kab coba ditata car free pkl ditata kasi parkiran diluar wisata kasi angkutan khusus wisatawan mengitari telaga kalah grojogan sewu sebelah jateng angkutan gratis wisatawan,0,0,0,0,1,0
suhu dingin area pegunungan pengunjung padat moment libur nataru dimanfaatkan masyarakat,1,0,0,0,0,0
kemurnian alam budaya berdampingan rindu magetan,0,0,0,0,0,0
salah pengelola masyarakat nya arogan kendaraan knalpot bising,0,0,0,0,0,0
wisata air magetanberjalan kaki meter parkiran bus & mobil jalan warung makanan souvernir,0,0,0,0,1,0
keren murah asli sejuk murah,1,0,1,0,1,0
bagus rapi,1,0,0,0,1,0
menyenangkan liburan,0,0,0,0,0,0
ku hawanya dingi panas,0,0,0,0,0,0
telaga sarangan dikenal sebagaitelaga pasirmerupakan telaga alami ketinggian meter permukaan laut terletak lerenggunung lawu kecamatan plaosan kabupaten magetan jawa timur [ ]telaga,0,0,0,0,0,0
rame pemandangan bagus,0,0,0,0,1,0
telaga sarangan warung pinggir jalan,0,0,0,0,0,0
keren sayang pinggir sumur sampah haha,0,1,0,0,1,0
tempate bagus suka,0,0,0,0,1,0
tiket mahal,0,0,0,1,0,0
cocok healing mencari hidangan,0,0,0,0,0,0
juos nya,0,0,0,0,0,0
wisata murah meriah jajanan cocok utk weekend,0,0,1,0,1,0
malas sarangan arah parkir dirubah jdi ruwet mending kuliner jln tembus tawangmangu villa sekipan nyaman,1,0,0,0,0,0
suejuk terjaga,0,0,0,0,0,0
seger banget udaranya nyaman banget speed boat kuda keliling sarangan,1,0,0,0,0,0
kali kesini pemandangannya bikin ketagihan perpaduan danau gunung langit mendung sungguh indah berkeliling danau menyewa kuda berjalan kaki lupa mencoba,0,0,0,0,1,0
terletak kab magetan jawa timur telaga diatas pegunungan lawu sejuk dingin,1,0,0,0,0,0
telaga sarangan terletak magetan jawa timur arah solo tawangmangu karanganyar mengikuti rute jalan tembus sarangan view & tempatnya bagus & luas jalan menikmati pemandangan fasilitas lengkap,0,0,0,0,1,0
pelayanan,0,0,0,0,0,0
orang penuhh sarangan udah gk kyak asrinya bangunannya,1,0,0,0,0,0
tiket rb orgberkuda rb putaranspeedboat rb putaran,0,0,0,1,0,0
lokasi bagus kadang effek kencing kuda melekat bau pesingnya,0,1,0,0,1,0
danau indah asli lovely lake,0,0,0,0,1,0
weekend ramai,0,0,0,0,0,0
jalan ayangg,0,0,0,0,0,0
thn,0,0,0,0,0,0
bagus ya,0,0,0,0,1,0
ramai banget pas weekend udaranya sdh tdk dingin ya,1,0,0,0,0,0
pengatur areal parkir sgt semrawut,0,0,0,0,0,1
sip asli sipp,0,0,0,0,0,0
pekan pengunjung rame udaranya dingin kali sepeda,1,0,0,0,0,0
klo sarangan istimewanya telaga cinta,0,0,0,0,0,0
masuk orang k berempat nya tukang loket bilang k aja dsitu kasih karcis lembar wkwk org ga itung tapii satunya bayar alias masuk kantongsip admin nyaa,0,0,0,0,0,0
telaga indah pemandangan alami tertata speedboat cocok menikmati telaga menikmati sate kelinci,0,0,0,0,1,0
profesional terpercaya bidangnya berpengalaman puluhan,0,0,0,0,0,0
sungguh indah tenang dingin tempatnya bokeh liburan ya guys mampir kesini,1,0,0,0,1,0
view nya bagus cuman disayangkan kebersihan lalat berterbangan sampah menumpuk dimana,1,0,0,1,1,0
akses kesana bagus parkiran mengalah utk jalan kaki suasana ramai pengunjungnya,1,0,0,0,1,0
lingkungan alam bagus ngeri jalan lokasi ayng curam ngeri pedagang petugas masulnya suka scamer jajan tarif bayar tergantung mood penjual tiket masuk bawa motor dikasi harga beda,0,0,0,0,1,0
bagus sayang skitar tlaga pedagang sudut tlaga menikmati suasana pemandangan,1,0,0,0,1,0
tempatnya sejuk indah asli,1,0,0,0,1,0
ya gitu kaya foto,0,0,0,0,0,0
pemandangan nya bagus warung makan kopi nya sejuk hati sejuk,1,0,0,0,1,0
tukang parkir pemilik kuda ramah,0,0,0,0,0,0
sumur gunung asli telaga gunung,0,0,0,0,0,0
walo dilokasi telaga utk spda motor mobil masuk utk arah,0,0,0,0,0,0
sejuk nyaman asli sejuk nyaman,1,0,0,0,0,0
weekend pool rame banged,0,0,0,0,0,0
masuk harga rbparkir bebas sih bersih tempay sampah jugatapi namanya wisata org ga bertanggungjawab buang,1,0,0,1,1,0
jadikan kesembuhan keluarga harga murah udara sejuk anak bahagia,1,0,1,0,0,0
tempatnya dingin sejuk,1,0,0,0,0,0
segar dingin menyenangkan,1,0,0,0,0,0
membaik menarik menyajikan suasana belanja berbeda wisata,1,0,0,1,1,0
ruamee banget pas pekan kuda kapal sekedar duduk dipinggir telaga,0,0,0,0,0,0
sisi berbeda telaga buatan,0,0,0,1,0,0
pengalaman ramah penjaga tiket,0,0,0,0,0,0
recomended liburan bareng keluarga cocok menginap vila,0,0,0,0,0,0
keren asli sejukk,1,0,0,0,1,0
pelayanannya ramah riques model potongan rambut,0,0,0,0,0,0
asik banget,0,0,0,0,0,0
asli,0,0,0,0,0,0
wisata unggulan,0,0,0,0,1,0
jalur indah lewati,0,0,0,0,1,0
susananya nyaman pemandangan indah sejuk,1,0,0,0,1,0
pemandangan bagus sewa speedboad maksimal penumpang orang harga kali putaran rb,0,0,0,1,1,0
sejuk kerja ramai libur,1,0,0,0,0,0
ngapain dikasih petugas klo gk bolehin masuk panggah bintang pokok e tiwas bayar,0,0,0,0,0,0
petugas warga gak ramah,0,0,0,0,0,0
suasananya sejuk n syahdu,1,0,0,0,0,0
telaga indah permainan speedboat kuda pacu dll ditambah pedagang sayuran buah aneka bakaran minuman hangat nikmati suhu sejuk,1,0,0,0,1,0
bagus utk rekreasi keluarga,0,0,0,0,1,0
tugu sarangan disekitar telaga pasar warung makan terminal speedboat kuda,0,0,0,0,0,0
overall good saran penjual memaksa beli ya,0,0,0,0,0,0
telaga sarangan terletak magetan daerah perbatasan jawa jawa timur kawasan memiliki danau air tawar indah cuacanya dingin menyenangkan dinikmati,1,0,0,1,1,0
rame bangett so far oke sih cocok rekreasi tipis,0,0,0,0,0,0
berangkat malem surabaya jam malam dateng jam pagi motor orang masuk free dingin,1,0,0,0,0,0
nyamann liburan d sanaa,1,0,0,0,0,0
telaga lk mdpl duduk nyantai okelah,0,0,0,0,0,0
cocok melepas penat,0,0,0,0,0,0
nyaman kendaraan bermotor tikak memasuki kawasan telaga,1,0,0,0,0,0
pemandangannya indah,0,0,0,0,1,0
udara sejuk rame pengunjung tersedia penginapan hotel cocok refreshing n wisata sayur n buah segar tolong duduk tepi telaga memadai,1,0,0,0,1,0
ramai liat org bermain ski,0,0,0,0,0,0
panas pemandangannya indah sabtu pengunjung mobil jemputan gratis,0,0,0,0,1,0
harga sewa kemah perhari ya,0,0,0,0,0,0
istri laki laki plirik plirik asli,0,0,0,0,0,0
perjalanan kali teman kuliahku asli,0,0,0,0,0,0
sabtu minggu full pengunjung,0,0,0,0,0,0
ok pemandangan bagus bikin kecewa motor gak masuk sedih sih bayar k masak suruh jalan kaki pengen muter suruh jalan kaki kecewa banget pulang paham menghasilkan uang penduduk gak gitu,0,0,0,0,1,0
pemandangan asli what a great view,0,0,0,0,1,0
terbaik dikunjungi pekan asli,0,0,0,1,0,0
tempatnya nyaman menu lengkap ramah anak makanan cenderung asin gurih lumayan enak,1,0,0,0,0,0
tempatnya oke ngopi makan makan hotel ibadah cuman klo lg rameh macet masuk wisatanya,0,0,0,0,1,0
ruame banget,0,0,0,0,0,0
sarangan penuh kenangan,0,0,0,0,0,0
menikmati keindahan alam udara sejuk asri,1,0,0,0,1,0
pemandangan alam indah view pegunungan telaga menyatu seru banget speed boot,0,0,0,0,1,0
asyik bermain speed boat pake ngebut muter muter,0,0,0,0,0,0
suasana ramai krn libur,1,0,0,0,0,0
hawa dingin makanan murah,1,0,1,0,0,0
cocok wisata keluarga,0,0,0,0,1,0
cocok ngadem berulang kali kesini ngga bosan suasana pegunungan telaga asri cocok refreshing parkir roda dilokasi foto gratis ngga sesak ngga foto telaganya,1,0,0,0,0,0
favorit disaat berlibur sebentar,0,0,0,0,0,0
cocok keluarga refresh,0,0,0,0,0,0
meyenangkan,0,0,0,0,0,0
lancar perjalannanya lumayan menanjak gigi masuk area parkir ramai pagi ramai stand makan jalan telaga orang jual souvenir s,0,0,0,0,0,0
wisata nya enak tp gak enak asik asik makan eh gelas minumnya diambil si mbak mbak warung tolong dievaluasi warung nya dibawah tulisan bumi perkemahan,0,0,0,0,1,0
pemandangan fantastis restoran terbatas jalanan menantang tujuan nilai uang,0,0,0,1,1,0
ramai kesini kerja rumah pertamakali kesini tiket masuknya dikenakan k orang alhamdulillah kemarin dapet diskon k hehe lumalayan jajan lokasi disediakan parkir motor,0,0,0,0,0,0
malam dinginnya membahana,1,0,0,0,0,0
cocok berlibur udara sejuk fasilitas,1,0,0,0,0,0
lumayan healing ksini lg rame namanya jugabtempat wisata ya rame dunks,0,0,0,0,1,0
suasana pagi menjelang subuh syahdu diiringi lantunan doa dr majid baitul makmur jdi,1,0,0,0,0,0
suasananya enak,1,0,0,0,0,0
rame banget kesana kapal sewa putaran rb spot foto gk tp tukang foto antri gk selfi sepuasnya wahana permainan,0,0,0,1,0,0
pemandangan nya bagus udarah nya sejuk,1,0,0,0,1,0
nyaman menikmati pemandangan alam sembari makan sate kelinci & ronde anget,1,0,0,0,1,0
